Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Residents,Administered_Fed_LTC_Staff,Administered_Fed_LTC_Unk,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose1_Residents,Administered_Fed_LTC_Dose1_Staff,Administered_Fed_LTC_Dose1_Unk,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_FedLTC,Series_Complete_FedLTC_Residents,Series_Complete_FedLTC_Staff,Series_Complete_FedLTC_Unknown
05/10/2021,19,OR,4219185,257700,1799520,2161965,0,100034,0,125902,550750,3432832,0,3383843,1151549,110590,1454113,1866321,1808,120051,59630,43647,16774,74993,35529,27022,12442,81390,0,100975,150317,3458543,2046143,48.5,0,0,2008936,59.9,625494,81.6,1509212,35.8,0,0,1496728,44.7,567569,74.1,109415,613989,785495,313,0,0,0,0,109062,613237,774120,309,34825,258838,273743,163,44854,24094,16457,4303
05/10/2021,19,DE,1057915,57500,450320,550095,0,108642,0,137357,560022,831440,0,820231,313432,36281,335862,459039,258,36225,11768,8567,15890,24492,6792,5265,12435,85384,0,106497,165920,810771,480333,49.3,0,0,473322,61.5,168655,89.3,362306,37.2,0,0,359392,46.7,143914,76.2,35676,133474,193036,120,0,0,0,0,35651,133426,190195,120,7271,58686,77880,77,11496,4801,3243,3452
05/10/2021,19,MT,1024695,64400,460120,500175,0,95875,0,121960,496372,801733,0,791946,303129,24748,377498,399264,223,21384,10567,7187,3630,13783,6581,4639,2563,75014,0,94258,146839,803223,450385,42.1,0,0,444375,52.9,162959,78.9,372268,34.8,0,0,368539,43.9,146866,71.1,24249,169225,178725,69,0,0,0,0,24233,169159,175078,69,5741,71315,69770,40,7571,3972,2531,1068
05/10/2021,19,SC,4728205,280800,1967200,2480205,0,91833,0,117106,504599,3464060,0,3428030,1393525,107118,1408303,1947578,1061,106350,55796,33454,17100,66286,33087,20177,13022,67280,0,84904,148718,3450521,1955848,38,0,0,1932761,47.9,758346,80.9,1562287,30.3,0,0,1549140,38.4,650781,69.5,104533,586949,870596,209,0,0,0,0,104292,586311,858328,209,19567,272767,358304,143,39220,22189,12938,4093
05/10/2021,19,GA,9921025,548200,4215660,5157165,0,93441,0,122277,654010,6838037,0,6755051,2234974,158258,3073164,3606115,500,122239,70870,38772,12597,73799,41189,23034,9576,64404,0,83256,147333,6819713,3883754,36.6,0,0,3828778,47.2,1173024,77.3,2956409,27.8,0,0,2928257,36.1,989571,65.2,154990,1300949,1500184,286,0,0,0,0,154769,1300668,1472538,282,20083,556913,412422,153,47729,29237,15470,3022
05/10/2021,19,NM,2112295,129400,912540,1070355,0,100738,0,130309,559391,1938516,0,1907583,601176,50899,869910,1015281,2426,39553,11905,12154,15494,25922,6941,7322,11659,92450,0,117680,159207,1959933,1114569,53.2,0,0,1091685,67.3,333133,88.2,878160,41.9,0,0,868104,53.6,285787,75.7,49968,367012,460489,691,0,0,0,0,49882,366806,450725,691,13466,130540,141371,410,13191,4727,4656,3808
05/10/2021,19,DC,918975,49500,364620,504855,0,130213,0,159108,1052145,665014,0,661918,150358,21686,259566,383709,53,8880,4184,3837,859,5545,2413,2399,733,94228,0,114602,172147,590977,363961,51.6,0,0,361110,62.5,69122,79.1,248353,35.2,0,0,247295,42.8,54093,61.9,25684,90230,132402,37,0,0,0,0,25669,90214,131377,35,1743,29619,22720,11,3229,1707,1397,125
05/10/2021,19,NY,20122975,1105000,8481540,10536435,0,103441,0,130455,610500,17168705,0,16953177,4878505,653035,7268328,9244114,3228,420663,201077,146209,73377,264088,117019,87051,60018,88255,0,109905,148006,17100413,9791125,50.3,0,0,9648346,62.5,2657466,80.6,7765458,39.9,0,0,7692319,49.9,2322007,70.4,638498,3106826,4019477,657,0,0,0,0,638175,3106260,3947243,641,128156,1123454,1070032,365,152937,81311,57447,14179
05/10/2021,19,AZ,7081205,404800,3048040,3628365,0,97286,0,125587,541115,5411726,0,5331298,1964564,154560,2375640,2878075,3451,126208,60889,41404,23915,82141,37115,25743,19283,74350,0,94552,150123,5308934,3096670,42.5,0,0,3048221,54.1,1051764,80.4,2322939,31.9,0,0,2293475,40.7,864172,66,148928,955373,1217496,1142,0,0,0,0,148832,955189,1188314,1140,28523,424183,410739,727,43258,23379,15278,4601
05/10/2021,19,MP,72330,2600,20200,49530,0,127158,0,163023,747983,43058,0,42092,4785,54,5626,37378,0,1,0,0,1,1,0,0,1,75697,0,94870,49483,43079,23351,41.1,0,0,22741,51.3,2504,25.9,19767,34.8,0,0,19411,43.8,2320,24,58,2300,17409,0,0,0,0,0,58,2300,17053,0,41,348,1931,0,0,0,0,0
05/10/2021,19,TX,27376675,1738800,11284120,14353755,0,94416,0,126767,733128,20304544,0,19987212,5473471,702926,8855711,10745122,785,466065,216651,154788,94626,288427,127470,92639,68318,70026,0,92550,146576,19698146,11537922,39.8,0,0,11353650,52.6,2931786,78.5,8806632,30.4,0,0,8665981,40.1,2562730,68.6,687977,3671456,4446568,631,0,0,0,0,676989,3612819,4375552,621,200201,1068394,1293951,184,174794,87371,61055,26368
05/10/2021,19,ID,1490225,91400,634620,764205,0,83390,0,111305,512686,1132419,0,1132377,429416,32848,503776,595229,566,26901,8501,4883,13517,16438,4834,2934,8670,63368,0,84577,147733,1136323,626210,35,0,0,626078,46.8,224393,77.2,519255,29.1,0,0,519202,38.8,206308,71,32729,221682,264675,169,0,0,0,0,32719,221673,264641,169,7055,96867,102313,73,10247,3540,1894,4813
05/10/2021,19,MH,51300,10800,40500,0,0,87823,0,112594,516616,28404,0,28347,1740,95,28309,0,0,0,0,0,0,0,0,0,0,48626,0,62216,17523,28453,15490,26.5,0,0,15448,33.9,949,9.6,12976,22.2,0,0,12961,28.4,800,8.1,98,12874,4,0,0,0,0,0,98,12859,4,0,9,791,0,0,0,0,0,0
05/10/2021,19,OK,3834415,212400,1664020,1957995,0,96903,0,127613,603719,2792368,0,2759946,942329,75354,1305620,1411356,38,65019,31202,16081,17736,43931,19296,11459,13176,70568,0,91853,148367,2748977,1563343,39.5,0,0,1544127,51.4,511941,80.6,1245782,31.5,0,0,1233199,41,433944,68.3,74345,560411,611004,22,0,0,0,0,74304,560270,598603,22,13480,228730,191728,6,20791,11715,4484,4592
05/10/2021,19,NE,1851220,101100,766540,983580,0,95700,0,126941,592470,1556413,0,1535009,513024,54984,640716,858029,2684,58582,26395,22275,9912,38465,16734,14855,6876,80459,0,105258,164190,1562739,871251,45,0,0,857205,58.8,265609,85,734231,38,0,0,726725,49.8,244184,78.1,55228,285287,392932,784,0,0,0,0,55194,285222,385528,781,4084,118046,121495,559,19974,9581,7335,3058
05/10/2021,19,DD2,3975510,175000,1671500,2129010,0,0,0,0,0,3164758,0,3138674,289550,87354,1392373,1684632,399,0,0,0,0,0,0,0,0,0,0,0,0,3164758,1904795,0,0,0,1886083,0,166987,0,1266098,0,0,0,1259057,0,117644,0,84439,514771,666888,0,0,0,0,0,84414,514721,659922,0,3695,41309,72640,0,0,0,0,0
05/10/2021,19,MI,10065270,598500,4213080,5253690,0,100785,0,128336,570141,7735604,0,7627200,2649476,250079,3292877,4191361,1287,291475,139846,85869,65760,186684,83096,52541,51047,77458,0,97249,150078,7902403,4455395,44.6,0,0,4383187,55.9,1426309,80.8,3621896,36.3,0,0,3584144,45.7,1299425,73.6,254856,1461630,1904863,547,0,0,0,0,254730,1461351,1867518,545,49225,652225,597605,370,103209,55924,32498,14787
05/10/2021,19,MS,2496365,157000,1109500,1229865,0,83879,0,109607,512924,1655786,0,1646128,644284,46478,793629,814812,867,52745,25667,12270,14808,32899,15112,7626,10161,55635,0,72276,132380,1659219,951856,32,0,0,945459,41.5,356248,73.2,747996,25.1,0,0,744632,32.7,305634,62.8,45514,349179,353277,26,0,0,0,0,45474,349085,350047,26,12409,162643,130573,9,19617,10400,4592,4625
05/10/2021,19,RP,24600,3800,20800,0,0,137376,0,176129,808147,20625,0,20625,2920,1299,19325,1,0,0,0,0,0,0,0,0,0,115178,0,147670,95926,20810,12975,72.5,0,0,12975,92.9,1610,52.9,9130,51,0,0,9130,65.4,1503,49.4,1299,7813,18,0,0,0,0,0,1299,7813,18,0,151,1344,8,0,0,0,0,0
05/10/2021,19,KS,2826985,155700,1256560,1414725,0,97037,0,127741,594545,2151543,0,2127023,746574,62277,982030,1106686,550,89809,45853,28004,15952,55335,26378,18002,10955,73852,0,96112,157012,2252844,1276977,43.8,0,0,1259450,56.9,422568,88.9,1022189,35.1,0,0,1011905,45.7,354079,74.5,62508,443538,515969,174,0,0,0,0,62471,443451,505810,173,11526,172309,170146,98,34064,19182,9903,4979
05/10/2021,19,FL,22007995,1523900,9088880,11395215,0,102469,0,127599,489356,16598829,0,16459215,7341240,623968,7133836,8813088,27937,399834,206637,117451,75746,241100,120261,69353,51486,77284,0,95428,163235,16354920,9522200,44.3,0,0,9424353,54.6,3848902,85.6,7129654,33.2,0,0,7089024,41.1,3211422,71.4,615811,2874272,3630466,9105,0,0,0,0,615513,2873565,3590844,9102,139921,1607804,1456726,6971,155865,84630,47162,24073
05/10/2021,19,IH2,1689455,73700,908100,707655,0,81114,0,0,0,1292488,0,1261191,266050,20520,724770,547198,0,0,0,0,0,0,0,0,0,62055,0,0,0,1292488,731823,35.1,0,0,712944,0,146362,0,573366,27.5,0,0,560993,0,118837,0,20360,311237,241769,0,0,0,0,0,20329,311055,229609,0,2162,68461,48214,0,0,0,0,0
05/10/2021,19,NC,10441180,594900,4316080,5530200,0,99553,0,127528,596266,7524070,0,7418381,2595812,250905,3114919,4157917,329,227154,112406,73153,41595,148780,68125,45604,35051,71739,0,90608,148239,7464474,4257200,40.6,0,0,4190563,51.2,1362587,77.8,3428207,32.7,0,0,3389114,41.4,1211889,69.2,247558,1334092,1846522,35,0,0,0,0,246674,1332625,1809780,35,27064,569741,615059,25,76680,43316,26801,6563
05/10/2021,19,BP2,169240,7400,65900,95940,0,0,0,0,0,163752,0,163751,5841,3518,64091,96143,0,0,0,0,0,0,0,0,0,0,0,0,0,163752,92403,0,0,0,92402,0,3123,0,74088,0,0,0,74088,0,2731,0,3502,27258,43328,0,0,0,0,0,3502,27258,43328,0,48,1302,1381,0,0,0,0,0
05/10/2021,19,OH,11024855,599600,4590660,5834595,0,94317,0,121005,538765,8972899,0,8849755,3141294,317333,3833866,4813141,8559,364269,168318,116446,79505,233490,99215,71375,62900,76763,0,97132,153509,8855595,4898308,41.9,0,0,4823560,52.9,1637975,80,4197239,35.9,0,0,4150937,45.6,1514576,74,306498,1701006,2187192,2543,0,0,0,0,306374,1700814,2141215,2534,62945,693237,756925,1469,127240,67077,43654,16509
05/10/2021,19,VA,8689335,478600,3582800,4627935,0,101802,0,130184,639436,7304153,0,7182313,2119889,248534,3004137,4049547,1935,215180,110038,80631,24511,123867,61199,45772,16896,85574,0,107605,156000,7331969,4266751,50,0,0,4179266,62.6,1154359,84.9,3218647,37.7,0,0,3183752,47.7,1003678,73.9,246106,1275150,1696784,607,0,0,0,0,245301,1273308,1664538,605,51823,482114,469357,384,81794,42965,31295,7534
05/10/2021,19,MO,5508655,291200,2267300,2950155,0,89755,0,115562,518688,4286786,0,4241747,1541552,129983,1680934,2475508,361,157234,84828,49312,23094,99051,50733,30606,17712,69847,0,88984,145150,4194549,2400614,39.1,0,0,2372593,49.8,817497,77,1895142,30.9,0,0,1880970,39.5,710764,66.9,130513,717760,1046810,59,0,0,0,0,130396,717607,1032910,57,26316,324422,360002,24,57615,33611,18477,5527
05/10/2021,19,CO,5861710,309400,2482620,3069690,0,101788,0,130283,695825,4923667,0,4832470,1341955,162641,2182552,2577207,1267,129518,54800,42776,31942,82365,32831,26432,23102,85499,0,107407,159299,4911415,2821440,49,0,0,2762635,61.4,708892,84.2,2204647,38.3,0,0,2171743,48.3,624742,74.2,160525,932700,1111059,363,0,0,0,0,159872,931287,1080226,358,14460,313142,296982,158,46407,21556,16094,8757
05/10/2021,19,HI,1565860,73500,630460,861900,0,110593,0,140310,583301,1386111,0,1368804,457595,26152,503968,762231,93760,24793,11028,12491,1274,14351,6098,7277,976,97898,0,122652,170459,1387958,832882,58.8,0,0,818128,73.3,254726,94.9,577721,40.8,0,0,574551,51.5,209061,77.9,26428,205676,327546,18071,0,0,0,0,26348,205483,324666,18054,6527,87184,113941,1409,8666,4117,4251,298
05/10/2021,19,ME,1520230,95600,664520,760110,0,113095,0,138787,532919,1277884,0,1264302,483019,81276,560022,636413,173,38012,17028,15248,5736,23968,9816,9875,4277,95066,0,115422,169323,1291613,769063,57.2,0,0,758524,69.2,261315,91.6,598235,44.5,0,0,595134,54.3,242593,85,81130,236316,280731,58,0,0,0,0,81100,236289,277692,53,18747,110551,113280,15,13966,7162,5349,1455
05/10/2021,19,MN,5348340,289000,2208440,2850900,0,94835,0,123334,581100,4753424,0,4679545,1505835,209067,1985310,2558761,286,176010,73106,70376,32528,112749,44683,43440,24626,84286,0,107911,163610,4792082,2798792,49.6,0,0,2745116,63.3,814736,88.5,2187582,38.8,0,0,2166873,50,745987,81.1,211249,867675,1108567,91,0,0,0,0,211117,867513,1088154,89,39471,315803,390688,25,62503,28091,26639,7773
05/10/2021,19,IL,12855545,782700,5292500,6780345,0,101450,0,130461,629177,10228284,0,10066015,3081244,335578,4293821,5592906,5979,421954,162405,112416,147133,285250,96263,68559,120428,80717,0,102152,150802,10345359,6220006,49.1,0,0,6097086,61.9,1747576,85.5,4338243,34.2,0,0,4292442,43.6,1378951,67.5,336092,1706620,2293504,2027,0,0,0,0,334658,1704592,2251174,2018,50897,640890,685962,1202,135024,65206,43237,26581
05/10/2021,19,PR,3477130,188600,1501160,1787370,0,108875,0,132666,640440,2195731,0,2171465,729801,73162,888987,1233303,279,74411,11469,10944,51998,54319,7978,7488,38853,68752,0,82850,134419,2219129,1373117,43,0,0,1352842,51.6,411329,75.8,915787,28.7,0,0,911005,34.8,334227,61.6,73312,330804,511653,18,0,0,0,0,73223,330735,507029,18,12144,155139,166941,3,19977,3437,3413,13127
05/09/2021,19,AS,54030,600,15600,37830,0,97021,0,124387,570719,39666,0,38321,4599,22,9004,30640,0,0,0,0,0,0,0,0,0,71228,0,88222,48579,39907,22122,39.7,0,0,21349,49.1,2485,26.2,17695,31.8,0,0,17126,39.4,2200,23.2,29,3911,13755,0,0,0,0,0,29,3900,13197,0,6,879,1315,0,0,0,0,0
05/09/2021,19,OK,3834415,212400,1664020,1957995,0,96903,0,127613,603719,2786611,0,2754435,941824,74869,1303088,1408616,38,65019,31202,16081,17736,43931,19295,11460,13176,70423,0,91670,148288,2743404,1560916,39.4,0,0,1541790,51.3,511710,80.6,1242191,31.4,0,0,1229763,40.9,433612,68.3,73887,558998,609284,22,0,0,0,0,73846,558857,597038,22,13421,228590,191595,6,20791,11715,4484,4592
05/09/2021,19,CT,4077035,234800,1667400,2174835,0,114354,0,143666,646898,3512139,0,3448188,1097701,132800,1419397,1959666,276,132350,63480,51485,17385,78419,36340,29089,12990,98509,0,121507,174171,3512626,2043434,57.3,0,0,1998039,70.4,576371,91.5,1581885,44.4,0,0,1564194,55.1,522111,82.8,132891,605632,843300,62,0,0,0,0,132784,605352,825997,61,13276,204810,304005,20,53144,26689,22098,4357
05/09/2021,19,MD,6647830,393500,2698700,3555630,0,109960,0,141113,692918,5221259,0,5140689,1505459,203806,2191405,2822466,3582,192464,92886,73546,26032,120159,54509,44631,21019,86363,0,109121,156917,5254731,3094920,51.2,0,0,3036618,64.5,825109,86,2332002,38.6,0,0,2310566,49,734488,76.6,197264,925798,1207885,1055,0,0,0,0,197156,925659,1186700,1051,41456,359738,332876,418,70492,37448,28053,4991
05/09/2021,19,AZ,7081205,404800,3048040,3628365,0,97286,0,125587,541115,5372605,0,5293973,1959790,148251,2363541,2857369,3444,126186,60883,41388,23915,82138,37112,25743,19283,73813,0,93890,149759,5270039,3077983,42.3,0,0,3030154,53.7,1049267,80.2,2297078,31.6,0,0,2268753,40.2,861023,65.8,142974,949641,1203326,1137,0,0,0,0,142880,949458,1175280,1135,27604,423286,409409,724,43240,23375,15264,4601
05/09/2021,19,OR,4219185,257700,1799520,2161965,0,100034,0,125902,550750,3395077,0,3347944,1149030,108158,1442709,1842405,1805,120050,59630,43646,16774,74993,35529,27022,12442,80495,0,99904,149988,3420311,2030348,48.1,0,0,1994120,59.5,624285,81.5,1484308,35.2,0,0,1472741,43.9,565859,73.9,106905,606521,770570,312,0,0,0,0,106560,605816,760057,308,34486,258169,273041,163,44853,24094,16456,4303
05/09/2021,19,MA,8068900,411300,3364480,4293120,0,117068,0,145656,690044,6858691,0,6745862,1959885,228808,2882953,3746815,115,320164,143330,132009,44825,187356,79028,73239,35089,99509,0,121773,167607,6852859,4141658,60.1,0,0,4056214,73.2,1083593,92.7,2919358,42.4,0,0,2891179,52.2,932843,79.8,229768,1150835,1538729,26,0,0,0,0,229066,1149584,1512503,26,55959,425758,451114,12,130848,63359,57808,9681
05/09/2021,19,MO,5508655,291200,2267300,2950155,0,89755,0,115562,518688,4243742,0,4201264,1537529,128407,1670671,2444303,361,157234,84828,49312,23094,99050,50731,30607,17712,69145,0,88135,144772,4152378,2388865,38.9,0,0,2361364,49.5,816073,76.8,1863242,30.4,0,0,1850869,38.8,707953,66.7,128957,711686,1022540,59,0,0,0,0,128843,711534,1010435,57,26065,323689,358175,24,57615,33612,18476,5527
05/09/2021,19,ME,1520230,95600,664520,760110,0,113095,0,138787,532919,1276858,0,1263276,482857,80822,559756,636107,173,38012,17028,15248,5736,23968,9817,9875,4276,94989,0,115329,169266,1290418,768255,57.2,0,0,757719,69.2,261219,91.6,597383,44.4,0,0,594283,54.3,242452,85,80658,236283,280384,58,0,0,0,0,80628,236256,277346,53,18681,110546,113210,15,13966,7161,5350,1455
05/09/2021,19,MH,51300,10800,40500,0,0,87823,0,112594,516616,28404,0,28347,1740,95,28309,0,0,0,0,0,0,0,0,0,0,48626,0,62216,17523,28453,15490,26.5,0,0,15448,33.9,949,9.6,12976,22.2,0,0,12961,28.4,800,8.1,98,12874,4,0,0,0,0,0,98,12859,4,0,9,791,0,0,0,0,0,0
05/09/2021,19,VA2,6237435,520200,2984700,2732535,0,0,0,0,0,5067852,0,5067145,2759974,125425,2645944,2296481,2,0,0,0,0,0,0,0,0,0,0,0,0,5067852,2717907,0,0,0,2717409,0,1444479,0,2472651,0,0,0,2472425,0,1358222,0,125319,1250940,1096391,1,0,0,0,0,125301,1250910,1096213,1,43531,758215,556475,1,0,0,0,0
05/09/2021,19,AR,2677170,162700,1186520,1327950,0,88713,0,115512,511025,1900002,0,1876928,698022,57388,897882,944248,484,29028,7985,3930,17113,19076,4701,2375,12000,62960,0,80984,133240,1907978,1107515,36.7,0,0,1092135,47.1,388333,74.1,840192,27.8,0,0,832149,35.9,316815,60.5,56095,384229,399751,117,0,0,0,0,55825,383821,392388,115,9103,182903,124728,81,9863,3222,1537,5104
05/09/2021,19,CO,5861710,309400,2482620,3069690,0,101788,0,130283,695825,4880920,0,4792608,1340030,155900,2171194,2552560,1266,129517,54800,42775,31942,82364,32831,26431,23102,84757,0,106521,159071,4869103,2804920,48.7,0,0,2746738,61,707878,84,2172481,37.7,0,0,2141858,47.6,623356,74,153924,924864,1093331,362,0,0,0,0,153299,923508,1064694,357,13965,312867,296367,157,46407,21556,16094,8757
05/09/2021,19,LA,3754030,231900,1620100,1902030,0,80753,0,105416,506602,2861659,0,2840390,1084560,95096,1341842,1423717,1004,116012,41591,22848,51573,77454,24136,14018,39300,61557,0,79760,146360,2805594,1553840,33.4,0,0,1540812,43.3,558404,75.4,1333541,28.7,0,0,1325486,37.2,519165,70.1,91191,593800,648045,505,0,0,0,0,91118,593669,640196,503,16316,247291,255454,104,37719,17029,8565,12125
05/09/2021,19,CA,42020680,2472900,17539300,22008480,0,106349,0,137244,719765,33109680,0,32527368,9111760,1169720,14382056,17554006,3898,838600,389110,368386,81104,497872,225055,214683,58134,83796,0,106238,156074,33098321,20284982,51.3,0,0,19861235,64.9,5168385,88.5,13796992,34.9,0,0,13635182,44.5,3988167,68.3,1160000,5690875,6945178,939,0,0,0,0,1155777,5683161,6795312,932,121382,2073179,1793166,440,333813,160247,150769,22797
05/09/2021,19,HI,1565860,73500,630460,861900,0,110593,0,140310,583301,1386097,0,1368790,457594,26147,503966,762224,93760,24793,11028,12491,1274,14351,6098,7277,976,97897,0,122651,170459,1387714,832725,58.8,0,0,817973,73.3,254707,94.9,577610,40.8,0,0,574442,51.5,209054,77.9,26396,205651,327492,18071,0,0,0,0,26316,205458,324614,18054,6522,87183,113940,1409,8666,4117,4251,298
05/09/2021,19,IH2,1689455,73700,908100,707655,0,81114,0,0,0,1291824,0,1260613,266011,20517,724656,546651,0,0,0,0,0,0,0,0,0,62023,0,0,0,1291824,731658,35.1,0,0,712803,0,146351,0,572865,27.5,0,0,560553,0,118809,0,20357,311172,241336,0,0,0,0,0,20326,310990,229237,0,2162,68454,48193,0,0,0,0,0
05/09/2021,19,MP,72330,2600,20200,49530,0,127158,0,163023,747983,43058,0,42092,4785,54,5626,37378,0,1,0,0,1,1,0,0,1,75697,0,94870,49483,43079,23351,41.1,0,0,22741,51.3,2504,25.9,19767,34.8,0,0,19411,43.8,2320,24,58,2300,17409,0,0,0,0,0,58,2300,17053,0,41,348,1931,0,0,0,0,0
05/09/2021,19,PA,13571705,959700,5748200,6863805,0,106012,0,133483,567056,10952811,0,10841694,3966146,385025,4690968,5876531,287,428324,218514,191557,18253,243106,121296,108456,13354,85556,0,106632,165714,11011180,6727935,52.6,0,0,6640389,65.3,2272964,95,4629086,36.2,0,0,4604643,45.3,1734276,72.5,389951,1843851,2395060,224,0,0,0,0,389766,1843236,2371421,220,54328,814681,865142,125,183130,95949,82166,5015
05/09/2021,19,FM,65800,3200,62600,0,0,63487,0,81393,373460,37135,0,37113,3366,478,36657,0,0,151,0,151,0,89,0,89,0,35830,0,45908,19104,37379,21834,21.1,0,0,21816,27,1921,10.9,15772,15.2,0,0,15768,19.5,1555,8.8,479,15265,28,0,0,0,0,0,479,15261,28,0,93,1457,5,0,62,0,62,0
05/09/2021,19,TN,5671770,347500,2398100,2926170,0,83052,0,106630,496047,4346845,0,4307874,1605564,117921,1886075,2336173,6676,107984,56266,30715,21003,71130,34905,20054,16171,63651,0,80988,140421,4267699,2444465,35.8,0,0,2419066,45.5,850161,74.4,1898730,27.8,0,0,1885702,35.5,729632,63.8,114913,797334,984530,1953,0,0,0,0,114786,797147,971819,1950,20997,375137,332267,1231,36497,21226,10454,4817
05/09/2021,19,IA,2973685,173400,1280260,1520025,0,94251,0,122463,537782,2564630,0,2534633,917700,98774,1158777,1306957,122,138363,61957,45662,30744,90636,36766,29644,24226,81286,0,104382,165963,2565257,1440023,45.6,0,0,1420332,58.5,475836,86.1,1204970,38.2,0,0,1194954,49.2,445201,80.5,96980,531166,576766,58,0,0,0,0,96930,531086,566880,58,8389,239748,197022,42,47058,24771,15676,6611
05/09/2021,19,NV,2636770,163600,1098420,1374750,0,85605,0,110440,531637,2209675,0,2185309,720662,80236,923542,1205897,0,73454,16538,14244,42672,51851,9709,8458,33684,71739,0,91531,145303,2183361,1271782,41.3,0,0,1255178,52.6,385336,77.7,968902,31.5,0,0,961354,40.3,332678,67.1,79104,384857,504936,5,0,0,0,0,79080,384807,497462,5,15794,159115,157765,4,21326,6690,5693,8943
05/09/2021,19,NJ,9490755,543900,3904740,5042115,0,106852,0,136683,643208,7934175,0,7824845,2274632,302109,3407576,4224015,475,252186,121467,104501,26218,154649,72446,63425,18778,89327,0,112691,154156,8178448,4813916,54.2,0,0,4735610,68.2,1287351,87.2,3643468,41,0,0,3611197,52,1103311,74.8,304313,1440035,1899093,27,0,0,0,0,304190,1439832,1867151,24,68951,516830,517516,14,96947,48661,40712,7574
05/09/2021,19,IL,12855545,782700,5292500,6780345,0,101450,0,130461,629177,10146731,0,9991358,3075319,332672,4272539,5535554,5966,421872,162365,112374,147133,285220,96250,68542,120428,80073,0,101394,150512,10261648,6184414,48.8,0,0,6064424,61.5,1744753,85.4,4287939,33.8,0,0,4246350,43.1,1375647,67.3,333119,1696606,2256191,2023,0,0,0,0,331712,1694624,2218000,2014,50554,640045,683846,1202,134972,65178,43213,26581
05/09/2021,19,RP,24600,3800,20800,0,0,137376,0,176129,808147,20625,0,20625,2920,1299,19325,1,0,0,0,0,0,0,0,0,0,115178,0,147670,95926,20810,12975,72.5,0,0,12975,92.9,1610,52.9,9130,51,0,0,9130,65.4,1503,49.4,1299,7813,18,0,0,0,0,0,1299,7813,18,0,151,1344,8,0,0,0,0,0
05/09/2021,19,WI,5555605,297100,2424180,2834325,0,95417,0,121945,546143,4961248,0,4890866,1748310,183738,2120812,2656198,500,182375,85944,59687,36744,121770,52626,37889,31255,85209,0,107354,171867,4924411,2746530,47.2,0,0,2702674,59.3,888207,87.3,2283255,39.2,0,0,2259219,49.6,834142,82,176969,922957,1183103,226,0,0,0,0,176872,922785,1159341,221,18211,408121,407717,93,59648,32748,21379,5521
05/09/2021,19,ID,1490225,91400,634620,764205,0,83390,0,111305,512686,1132383,0,1132341,429408,32842,503746,595229,566,26900,8501,4882,13517,16437,4834,2933,8670,63366,0,84575,147730,1136089,626090,35,0,0,625961,46.8,224378,77.2,519112,29,0,0,519062,38.8,206288,71,32699,221627,264617,169,0,0,0,0,32689,221619,264585,169,7048,96859,102308,73,10247,3540,1894,4813
05/09/2021,19,PR,3477130,188600,1501160,1787370,0,108875,0,132666,640440,2174111,0,2150386,727729,72970,879585,1221278,278,74410,11469,10943,51998,54318,7978,7487,38853,68075,0,82046,134038,2197344,1356681,42.5,0,0,1336753,51,409687,75.5,910256,28.5,0,0,905723,34.6,333781,61.5,73099,329558,507581,18,0,0,0,0,73010,329489,503206,18,12108,154905,166765,3,19977,3437,3413,13127
05/09/2021,19,VT,757120,48300,334420,374400,0,121335,0,148460,605507,632395,0,625314,233749,29217,277440,325198,540,21724,10172,7231,4321,13587,5886,4409,3292,101347,0,122614,186941,621615,382267,61.3,0,0,376416,73.8,120585,96.4,266995,42.8,0,0,265817,52.1,108204,86.5,28601,106630,131579,185,0,0,0,0,28581,106611,130440,185,936,53164,53982,122,7940,4184,2753,1003
