Date,MMWR_week,Location,Distributed,Distributed_Janssen,Distributed_Moderna,Distributed_Pfizer,Distributed_Unk_Manuf,Dist_Per_100K,Distributed_Per_100k_12Plus,Distributed_Per_100k_18Plus,Distributed_Per_100k_65Plus,Administered,Administered_12Plus,Administered_18Plus,Administered_65Plus,Administered_Janssen,Administered_Moderna,Administered_Pfizer,Administered_Unk_Manuf,Administered_Fed_LTC,Administered_Fed_LTC_Residents,Administered_Fed_LTC_Staff,Administered_Fed_LTC_Unk,Administered_Fed_LTC_Dose1,Administered_Fed_LTC_Dose1_Residents,Administered_Fed_LTC_Dose1_Staff,Administered_Fed_LTC_Dose1_Unk,Admin_Per_100K,Admin_Per_100k_12Plus,Admin_Per_100k_18Plus,Admin_Per_100k_65Plus,Recip_Administered,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,Series_Complete_Yes,Series_Complete_Pop_Pct,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Series_Complete_Janssen,Series_Complete_Moderna,Series_Complete_Pfizer,Series_Complete_Unk_Manuf,Series_Complete_Janssen_12Plus,Series_Complete_Moderna_12Plus,Series_Complete_Pfizer_12Plus,Series_Complete_Unk_Manuf_12Plus,Series_Complete_Janssen_18Plus,Series_Complete_Moderna_18Plus,Series_Complete_Pfizer_18Plus,Series_Complete_Unk_Manuf_18Plus,Series_Complete_Janssen_65Plus,Series_Complete_Moderna_65Plus,Series_Complete_Pfizer_65Plus,Series_Complete_Unk_Manuf_65Plus,Series_Complete_FedLTC,Series_Complete_FedLTC_Residents,Series_Complete_FedLTC_Staff,Series_Complete_FedLTC_Unknown
04/05/2021,14,FM,63000,1400,61600,0,0,60786,0,77930,357569,25679,0,25391,2485,0,25679,0,0,106,0,106,0,57,0,57,0,24776,0,31408,14104,25866,15841,15.3,0,0,15677,19.4,1468,8.3,9902,9.6,0,0,9776,12.1,1047,5.9,1,9881,20,0,0,0,0,0,1,9755,20,0,0,1042,5,0,49,0,49,0
04/05/2021,14,VT,457350,26400,214500,216450,0,73295,0,89679,365766,370232,0,349875,186907,8990,175170,185816,256,21701,10157,7223,4321,13575,5878,4405,3292,59333,0,68605,149479,362793,232419,37.2,0,0,220001,43.1,111192,88.9,138468,22.2,0,0,128669,25.2,71218,57,8672,61827,67893,76,0,0,0,0,6564,58425,63613,67,126,30637,40410,45,7932,4180,2749,1003
04/05/2021,14,AL,2892950,122100,1372700,1398150,0,59001,0,75833,340412,1864857,0,1845515,896685,46076,913461,905320,0,84007,44623,29745,9639,52328,26710,19136,6482,38034,0,48377,105513,1916617,1248029,25.5,0,0,1231979,32.3,554157,65.2,711596,14.5,0,0,705548,18.5,377336,44.4,47168,330083,334307,38,0,0,0,0,46305,328038,331167,38,16610,196163,164536,27,31524,17821,10576,3127
04/05/2021,14,WI,3470905,140300,1603100,1727505,0,59613,0,76186,341207,3250426,0,3130953,1513582,86082,1452365,1711582,397,179825,85057,58042,36726,121286,52459,37589,31238,55826,0,68724,148793,3239716,2054787,35.3,0,0,1981268,43.5,828785,81.5,1242184,21.3,0,0,1190751,26.1,667331,65.6,83455,518846,639704,179,0,0,0,0,75353,501236,614090,72,8729,322586,335977,39,57906,32143,20258,5505
04/05/2021,14,NJ,5517655,218300,2489600,2809755,0,62120,0,79464,373943,4909547,0,4744852,1772935,120462,2296015,2492595,475,247365,119428,102064,25873,150890,70868,61554,18468,55274,0,68334,120155,5074535,3266042,36.8,0,0,3156786,45.5,1094399,74.2,1910700,21.5,0,0,1844311,26.6,752753,51,121246,849637,939806,11,0,0,0,0,114199,826609,903492,11,32548,344252,375946,7,95488,48022,39999,7467
04/05/2021,14,SD,667495,37300,321900,308295,0,75452,0,99991,439514,543431,0,528868,235333,10514,261010,271894,13,12495,7697,2079,2719,8505,5079,1445,1981,61428,0,79224,154956,545382,334448,37.8,0,0,326407,48.9,128868,84.9,220982,25,0,0,213662,32,109884,72.4,10526,103483,106968,5,0,0,0,0,9915,101243,102499,5,1448,55924,52510,2,3979,2611,630,738
04/05/2021,14,NM,1514445,59800,668600,786045,0,72225,0,93427,401065,1374022,0,1337021,485217,28964,614658,728685,1715,39413,11877,12060,15476,25892,6954,7297,11641,65529,0,82482,128498,1395976,863155,41.2,0,0,838052,51.7,292790,77.5,549244,26.2,0,0,533647,32.9,207120,54.9,28169,220833,299785,457,0,0,0,0,26207,214957,292035,448,9021,91235,106599,265,13087,4689,4590,3808
04/05/2021,14,NH,843385,35600,397700,410085,0,62027,0,76362,332219,796674,0,645971,337113,16718,382791,397138,27,47697,22103,19437,6157,28089,12210,10956,4923,58591,0,58488,132793,823234,569781,41.9,0,0,423132,38.3,212357,83.6,270185,19.9,0,0,264900,24,144374,56.9,17637,139561,112981,6,0,0,0,0,16476,137805,110613,6,8948,69895,65528,3,19411,9798,8391,1222
04/05/2021,14,CT,2577515,101400,1115600,1360515,0,72295,0,90826,408971,2178710,0,2089303,972063,60082,947538,1170942,148,132076,63400,51333,17343,78254,36291,29015,12948,61109,0,73623,154236,2180530,1385278,38.9,0,0,1336749,47.1,534518,84.8,839506,23.5,0,0,794362,28,432431,68.6,60038,346364,433082,22,0,0,0,0,55425,326879,412036,22,6858,166154,259406,13,53020,26651,22012,4357
04/05/2021,14,MH,35800,800,35000,0,0,61288,0,78574,360524,21785,0,21092,1434,0,21785,0,0,0,0,0,0,0,0,0,0,37295,0,46293,14441,21809,12995,22.2,0,0,12669,27.8,840,8.5,8743,15,0,0,8373,18.4,594,6,2,8739,2,0,0,0,0,0,2,8369,2,0,2,592,0,0,0,0,0,0
04/05/2021,14,MA,4604300,240500,2136900,2226900,0,66802,0,83115,393755,4041785,0,3856805,1629179,101032,1921239,2019448,66,319693,143148,131763,44782,187070,78917,73107,35046,58640,0,69621,139326,4029215,2628913,38.1,0,0,2509005,45.3,979783,83.8,1487084,21.6,0,0,1414888,25.5,690848,59.1,101226,693125,692722,11,0,0,0,0,95097,658575,661206,10,41346,309331,340165,6,130638,63278,57679,9681
04/05/2021,14,UT,1733400,79800,811200,842400,0,54068,0,76201,473772,1498784,0,1456751,520607,40931,681314,776539,0,55245,20601,18940,15704,34797,12721,11718,10358,46750,0,64039,142292,1491144,916927,28.6,0,0,891020,39.2,286859,78.4,436033,13.6,0,0,417410,18.3,171421,46.9,38980,185184,211869,0,0,0,0,0,35702,178273,203435,0,6719,71169,93533,0,20189,7733,7166,5290
04/05/2021,14,AZ,4538885,182600,2066400,2289885,0,62358,0,80498,346842,3772436,0,3635023,1677175,66481,1684806,2019393,1756,124747,60325,40516,23906,81765,36977,25514,19274,51828,0,64468,128162,3690714,2338969,32.1,0,0,2261349,40.1,951107,72.7,1392647,19.1,0,0,1331217,23.6,677205,51.7,64419,590683,736970,575,0,0,0,0,58286,570960,701414,557,14407,314378,348042,378,42444,23073,14770,4601
04/05/2021,14,LA,2903390,111600,1336700,1455090,0,62455,0,81529,391809,2131488,0,2089004,970682,63270,956765,1110527,926,114243,41392,22670,50181,76121,24088,13976,38057,45850,0,58661,130992,2094868,1294498,27.8,0,0,1272897,35.7,523892,70.7,855263,18.4,0,0,833402,23.4,438867,59.2,61177,334705,458928,453,0,0,0,0,59079,326231,447724,368,12368,194948,231473,78,37389,16902,8448,12039
04/05/2021,14,RI,684165,26000,313600,344565,0,64583,0,80032,365774,626561,0,595474,284903,15835,292866,317836,24,51516,26520,16239,8757,31258,14767,9427,7064,59145,0,69657,152317,624893,380555,35.9,0,0,364203,42.6,157879,84.4,259292,24.5,0,0,243583,28.5,129333,69.1,15718,119793,123778,3,0,0,0,0,14097,114698,114785,3,2466,59127,67738,2,20043,11653,6705,1685
04/05/2021,14,DS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/05/2021,14,FL,13882365,572500,6167600,7142265,0,64636,0,80488,308680,10567292,0,10195911,6283665,274062,4940117,5338117,14996,395503,204862,116028,74613,237803,118894,68323,50586,49201,0,59114,139720,10401488,6554477,30.5,0,0,6333195,36.7,3467086,77.1,3854492,17.9,0,0,3694292,21.4,2528799,56.2,271861,1704159,1873524,4948,0,0,0,0,255464,1633394,1800635,4799,82458,1232214,1210051,4076,154733,84243,46760,23730
04/05/2021,14,OH,7410125,288100,3277600,3844425,0,63393,0,81331,362120,5901310,0,5675742,2684299,181823,2725815,2988602,5070,359385,166326,113563,79496,231032,98199,69942,62891,50486,0,62295,131177,5843569,3757736,32.1,0,0,3621174,39.7,1498902,73.2,2231979,19.1,0,0,2136618,23.5,1196963,58.5,177624,1008229,1044711,1415,0,0,0,0,163901,973956,997450,1311,43867,542783,609438,875,125108,66150,42449,16509
04/05/2021,14,AK,636665,26700,284900,325065,0,87030,0,115429,695140,431436,0,414090,120071,7806,195843,227730,57,6597,2072,1322,3203,4338,1385,921,2032,58976,0,75076,131099,431128,258376,35.3,0,0,249846,45.3,66742,72.9,178886,24.5,0,0,168982,30.6,55699,60.8,7494,77159,94223,10,0,0,0,0,6395,74145,88432,10,723,32556,22416,4,2216,666,386,1164
04/05/2021,14,MT,722595,28600,350600,343395,0,67609,0,86004,350032,573480,0,555724,260397,12623,290791,269922,144,21374,10564,7185,3625,13774,6579,4637,2558,53658,0,66143,126139,576300,354742,33.2,0,0,344785,41,149678,72.5,231002,21.6,0,0,222285,26.5,115437,55.9,12525,113444,104990,43,0,0,0,0,11632,109476,101137,40,3366,56093,55955,23,7566,3972,2531,1063
04/05/2021,14,MD,3811300,145800,1723300,1942200,0,63042,0,80902,397260,3126025,0,2956643,1185211,94675,1458838,1570580,1932,190303,92007,72313,25983,119126,54172,43984,20970,51707,0,62761,123537,3177222,2060046,34.1,0,0,1964874,41.7,731389,76.2,1196806,19.8,0,0,1116974,23.7,499505,52.1,93276,535852,567142,536,0,0,0,0,82694,504938,528842,500,27536,237304,234428,237,69543,36994,27574,4975
04/05/2021,14,SC,3053895,129000,1337400,1587495,0,59314,0,75638,325915,2328710,0,2240681,1212614,58502,910870,1358283,1055,106030,55737,33266,17027,66110,33064,20097,12949,45229,0,55496,129411,2336285,1500627,29.1,0,0,1455833,36.1,696671,74.3,861028,16.7,0,0,817169,20.2,524617,56,56857,299294,504672,205,0,0,0,0,52402,278347,486215,205,10768,212137,301573,139,39121,22160,12917,4044
04/05/2021,14,KY,2731745,109300,1267000,1355445,0,61145,0,78843,363959,2327458,0,2246022,922558,58027,1084290,1184960,181,94364,43521,27772,23071,63521,27082,17758,18681,52096,0,64824,122915,2354167,1494867,33.5,0,0,1453580,42,554392,73.9,903711,20.2,0,0,861370,24.9,400621,53.4,55821,404514,443245,131,0,0,0,0,52533,389650,419062,125,15491,176950,208097,83,30389,16178,9861,4350
04/05/2021,14,PR,2102750,71000,965100,1066650,0,65841,0,80228,387298,1178233,0,1167058,522132,25019,475794,677165,255,74058,11343,10717,51998,54228,7940,7435,38853,36892,0,44528,96170,1189007,767642,24,0,0,758316,28.9,322882,59.5,443903,13.9,0,0,440990,16.8,208245,38.4,25104,167695,251096,8,0,0,0,0,24821,166666,249495,8,5371,91890,110983,1,19793,3389,3277,13127
04/05/2021,14,MP,61310,1000,17800,42510,0,107785,0,138185,634023,29797,0,29263,4340,34,4002,25761,0,1,0,0,1,1,0,0,1,52384,0,65955,44881,29799,17362,30.5,0,0,16840,38,2268,23.5,12455,21.9,0,0,12442,28,2101,21.7,35,1691,10729,0,0,0,0,0,35,1691,10716,0,31,309,1761,0,0,0,0,0
04/05/2021,14,MO,3766895,151200,1681100,1934595,0,61376,0,79023,354686,2853511,0,2742995,1278247,63426,1189932,1599829,324,156433,84710,49174,22549,98528,50717,30587,17224,46494,0,57543,120358,2788394,1750110,28.5,0,0,1690726,35.5,726526,68.4,1077912,17.6,0,0,1028158,21.6,530062,49.9,64324,432408,581135,45,0,0,0,0,61808,406231,560080,39,16973,240500,272571,18,57276,33521,18375,5380
04/05/2021,14,CA,25338590,1204700,11341500,12792390,0,64128,0,82758,434020,20309146,0,19369074,7826911,501064,9430914,10375324,1844,833315,386180,366074,81061,495081,223124,213866,58091,51400,0,63261,134066,20287669,13529603,34.2,0,0,12859887,42,4634099,79.4,7166145,18.1,0,0,6811233,22.2,3190312,54.6,498420,3073238,3594152,335,0,0,0,0,413839,2955668,3441418,308,55772,1642733,1491606,201,331248,159016,149435,22797
04/05/2021,14,MI,6104840,244900,2800000,3059940,0,61129,0,77839,345805,4912079,0,4740795,2224076,114146,2269472,2528461,0,288252,138613,84537,65102,185046,82566,52009,50471,49185,0,60447,125981,5012224,3139123,31.4,0,0,3035133,38.7,1273978,72.2,1937375,19.4,0,0,1857181,23.7,1002405,56.8,115581,832333,989373,88,0,0,0,0,106071,793258,957771,81,26993,480431,494914,67,101489,55157,31843,14489
04/05/2021,14,MN,3365000,135800,1560000,1669200,0,59667,0,77598,365609,3073562,0,2950314,1332631,92141,1404380,1576839,202,175020,72938,69823,32259,112252,44628,43214,24410,54499,0,68035,144791,3101022,1959487,34.7,0,0,1883873,43.4,763439,82.9,1224073,21.7,0,0,1165554,26.9,618855,67.2,93344,521858,608821,50,0,0,0,0,82425,499480,583601,48,32540,253026,333270,19,62139,28019,26399,7721
04/05/2021,14,GA,6237495,231700,2885600,3120195,0,58748,0,76878,411186,4236864,0,4135898,1904130,82031,2083524,2071043,266,122101,70829,38732,12540,73690,41166,23005,9519,39905,0,50975,125523,4207889,2791236,26.3,0,0,2710587,33.4,1059240,69.8,1415768,13.3,0,0,1392617,17.2,786626,51.9,79855,704713,631028,172,0,0,0,0,77879,698446,616121,171,10285,451798,324438,105,47646,29210,15444,2992
04/05/2021,14,WV,1246555,74500,612600,559455,0,69557,0,87015,339651,946918,0,941584,450019,11386,462336,473196,0,25934,0,0,25934,17465,0,0,17465,52837,0,65726,122617,937891,569655,31.8,0,0,563690,39.3,247160,67.3,379705,21.2,0,0,378113,26.4,201477,54.9,12401,173149,194124,31,0,0,0,0,11813,172794,193478,28,2235,100168,99057,17,8400,0,0,8400
04/05/2021,14,DC,542795,22000,224200,296595,0,76910,0,93977,621452,407352,0,396809,131101,9304,158563,239485,0,8708,4124,3725,859,5422,2360,2329,733,57719,0,68702,150099,321154,216518,30.7,0,0,207863,36,61504,70.4,111858,15.8,0,0,106655,18.5,42671,48.9,10498,46063,55281,16,0,0,0,0,9867,43998,52774,16,861,24051,17752,7,3125,1684,1316,125
04/05/2021,14,WA,4834980,196300,2153600,2485080,0,63494,0,81235,399677,4015071,0,3825359,1721253,96774,1808221,2107176,2900,163939,71255,53021,39663,104596,43560,33670,27366,52727,0,64272,142285,4024313,2510100,33,0,0,2401244,40.3,966386,79.9,1575763,20.7,0,0,1483675,24.9,766800,63.4,96875,679616,798677,595,0,0,0,0,84928,652400,745810,537,27004,355286,384120,390,58327,27141,18983,12203
04/05/2021,14,IN,3640170,169900,1671200,1799070,0,54071,0,70488,335270,3048583,0,2970380,1496672,85047,1346425,1612374,4737,140066,89956,36107,14003,84301,51970,21808,10523,45283,0,57518,137848,3056642,1863295,27.7,0,0,1812299,35.1,798782,73.6,1250217,18.6,0,0,1208268,23.4,686669,63.2,85094,524592,638921,1610,0,0,0,0,70291,516808,619606,1563,9404,354449,321701,1115,55235,37643,14126,3466
04/05/2021,14,ND,490330,17000,236600,236730,0,64343,0,84265,409137,450780,0,443538,177486,13991,205426,231363,0,6580,2993,2232,1355,3642,1609,1213,820,59153,0,76224,148096,431517,263818,34.6,0,0,259561,44.6,93362,77.9,175389,23,0,0,171961,29.6,78037,65.1,12344,78259,84786,0,0,0,0,0,11613,77230,83118,0,1818,38594,37625,0,2908,1366,1013,529
04/05/2021,14,MS,1843015,75400,882900,884715,0,61926,0,80920,378681,1241033,0,1214321,554241,31599,620326,588361,747,52199,25609,12253,14337,32437,15084,7624,9729,41699,0,53317,113879,1244210,771190,25.9,0,0,757916,33.3,323262,66.4,500607,16.8,0,0,486554,21.4,245020,50.3,30846,239323,230421,17,0,0,0,0,30187,232781,223571,15,8729,128717,107569,5,19542,10377,4578,4587
04/05/2021,14,HI,1011720,34200,424500,553020,0,71456,0,90656,376877,763772,0,740927,278798,10877,271795,387340,93760,24692,10990,12428,1274,14347,6096,7275,976,53944,0,66391,103855,770848,480013,33.9,0,0,464957,41.7,170927,63.7,299014,21.1,0,0,290355,26,112774,42,11103,106829,163043,18039,0,0,0,0,10815,104918,156600,18022,3099,48490,59776,1409,8617,4095,4224,298
04/05/2021,14,VA,5206395,202500,2402400,2601495,0,60997,0,78002,383131,4538309,0,4358949,1729579,126102,2031364,2379768,1075,214221,109555,80196,24470,123179,60836,45488,16855,53170,0,65306,127277,4572533,2975428,34.9,0,0,2857730,42.8,1033269,76,1666877,19.5,0,0,1584852,23.7,726891,53.5,125508,714757,826293,319,0,0,0,0,105684,686499,792389,280,34749,336330,355611,201,81607,42865,31208,7534
04/05/2021,14,LTC,25998725,864800,7826700,17307225,0,0,0,0,0,7743373,0,0,0,2511,1957674,5777168,6020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/05/2021,14,IH2,1555025,43800,860900,650325,0,74660,0,0,0,1027727,0,1009962,241075,11568,575421,440738,0,0,0,0,0,0,0,0,0,49343,0,0,0,1027727,631144,30.3,0,0,619014,0,137352,0,400944,19.3,0,0,395354,0,102055,0,11439,211699,177806,0,0,0,0,0,11422,211596,172336,0,1266,57676,43113,0,0,0,0,0
04/05/2021,14,KS,1884795,70600,901400,912795,0,64696,0,85167,396393,1456012,0,1403938,624627,32127,725118,698501,266,89773,45830,27991,15952,55317,26363,17999,10955,49978,0,63439,131366,1523723,988149,33.9,0,0,952821,43.1,384159,80.8,559886,19.2,0,0,535150,24.2,269266,56.6,32989,277417,249367,113,0,0,0,0,30654,265551,238833,112,6462,134663,128068,73,34049,19175,9895,4979
04/05/2021,14,AS,43810,600,12400,30810,0,78669,0,100859,462765,31775,0,30782,4067,0,6751,25024,0,0,0,0,0,0,0,0,0,57058,0,70866,42960,31948,18100,32.5,0,0,17528,40.4,2234,23.6,13755,24.7,0,0,13348,30.7,1895,20,4,2838,10913,0,0,0,0,0,4,2836,10508,0,1,715,1179,0,0,0,0,0
04/05/2021,14,WY,405665,23200,197800,184665,0,70092,0,91156,409023,286966,0,270674,125731,7315,140888,138625,138,6776,1397,692,4687,3917,755,409,2753,49583,0,60822,126772,281882,168177,29.1,0,0,161111,36.2,68361,68.9,119075,20.6,0,0,109711,24.7,57896,58.4,6708,55408,56934,25,0,0,0,0,5902,52328,51458,23,1005,29848,27030,13,2838,638,280,1920
04/05/2021,14,RP,21400,600,20800,0,0,119506,0,153218,703022,13429,0,13429,2678,191,13237,1,0,0,0,0,0,0,0,0,0,74993,0,96148,87976,13568,8456,47.2,0,0,8456,60.5,1454,47.8,5299,29.6,0,0,5299,37.9,1346,44.2,191,5094,14,0,0,0,0,0,191,5094,14,0,87,1251,8,0,0,0,0,0
04/05/2021,14,AR,1908100,73600,910200,924300,0,63228,0,82329,364223,1316063,0,1243092,571917,35325,637706,642744,288,28963,7985,3926,17052,19019,4701,2374,11944,43610,0,53636,109169,1323000,861082,28.5,0,0,819146,35.3,345740,66,487363,16.1,0,0,452491,19.5,232353,44.4,34299,226717,226283,64,0,0,0,0,29302,212977,210152,60,5109,131191,96006,47,9832,3222,1536,5074
04/05/2021,14,VA2,4909085,135200,2562000,2211885,0,0,0,0,0,4158970,0,4158788,2513833,73612,2209349,1876007,2,0,0,0,0,0,0,0,0,0,0,0,0,4158970,2416608,0,0,0,2416485,0,1362770,0,1814135,0,0,0,1814072,0,1177203,0,73578,931540,809016,1,0,0,0,0,73573,931520,808978,1,26574,656437,494191,1,0,0,0,0
04/05/2021,14,NE,1271990,78700,568900,624390,0,65756,0,87222,407092,1024342,0,990569,452064,27773,466035,528606,1928,57519,25614,22063,9842,38127,16531,14790,6806,52954,0,67925,144680,1026306,644910,33.3,0,0,626469,43,248044,79.4,402325,20.8,0,0,385096,26.4,201342,64.4,28357,176439,196996,533,0,0,0,0,26805,170804,186965,522,2148,93156,105631,407,19216,9000,7213,3003
04/05/2021,14,NC,6564440,256500,2893100,3414840,0,62590,0,80178,374877,5099793,0,4987984,2339443,137287,2191630,2770547,329,226152,112115,72577,41460,148518,68068,45534,34916,48625,0,60923,133599,5048188,3262431,31.1,0,0,3187054,38.9,1271870,72.6,1908886,18.2,0,0,1868060,22.8,1039310,59.4,135202,753067,1020590,27,0,0,0,0,132312,735503,1000219,26,17869,486223,535198,20,76058,43111,26437,6510
04/05/2021,14,CO,3527450,134700,1635800,1756950,0,61254,0,78401,418732,2979697,0,2869421,1206086,70802,1430680,1477335,880,129276,54687,42649,31940,82235,32771,26364,23100,51742,0,63776,143171,2977349,1908869,33.1,0,0,1829297,40.7,659409,78.3,1118667,19.4,0,0,1081124,24,544997,64.7,69919,508224,540280,244,0,0,0,0,63543,488145,529210,226,8655,270076,266162,104,46301,21506,16038,8757
04/05/2021,14,IL,8021745,345200,3587200,4089345,0,63304,0,81406,392601,6592898,0,6321595,2508318,157004,3013791,3418876,3227,419030,160959,111240,146831,283217,95308,67780,120129,52028,0,64153,122762,6636673,4370004,34.5,0,0,4189399,42.5,1550323,75.9,2346220,18.5,0,0,2241130,22.7,989728,48.4,155250,1042031,1147887,1052,0,0,0,0,141002,1007295,1091852,981,28489,468626,491970,643,134359,64867,42934,26558
04/05/2021,14,US,207891395,8693900,94119600,105077895,0,62619,0,80537,380079,167187795,0,161387156,70587356,4204015,76791212,86041963,150605,7743373,3608653,2644169,1490551,4837409,2116847,1591493,1129069,50358,0,62522,129052,167187795,107515428,32.4,0,0,103829468,40.2,41105881,75.2,62392065,18.8,0,0,59941527,23.2,30029190,54.9,4176893,27126618,31053591,34963,0,0,0,0,3815631,26208210,29883851,33835,974656,14258579,14783501,12453,2849364,1459001,1030835,359528
04/05/2021,14,OR,2552055,108400,1174400,1269255,0,60508,0,76154,333132,2066694,0,1982000,870494,50850,971787,1042823,1234,118392,58897,42743,16752,74002,35082,26500,12420,49000,0,59143,113630,2074902,1315090,31.2,0,0,1265120,37.8,560671,73.2,800917,19,0,0,760416,22.7,341396,44.6,50359,365826,384524,208,0,0,0,0,45927,344440,369845,204,25266,147044,168983,103,44158,23750,16105,4303
04/05/2021,14,GU,129900,2600,53200,74100,0,78363,0,100465,460949,91896,0,89492,22816,502,40640,50754,0,1,0,0,1,1,0,0,1,55437,0,69213,80962,91926,58778,35.5,0,0,56480,43.7,12567,44.6,32837,19.8,0,0,32673,25.3,10117,35.9,498,16340,15999,0,0,0,0,0,441,16309,15923,0,41,4453,5623,0,0,0,0,0
04/04/2021,14,AK,636665,26700,284900,325065,0,87030,0,115429,695140,428556,0,413976,120053,7463,194810,226226,57,6597,2072,1322,3203,4338,1385,921,2032,58582,0,75055,131079,428281,257375,35.2,0,0,249850,45.3,66741,72.9,176825,24.2,0,0,168864,30.6,55682,60.8,7261,76545,93009,10,0,0,0,0,6395,74036,88423,10,723,32539,22416,4,2216,666,386,1164
04/04/2021,14,CT,2577515,101400,1115600,1360515,0,72295,0,90826,408971,2138503,0,2089303,972063,58137,932256,1147962,148,132067,63400,51324,17343,78247,36289,29010,12948,59981,0,73623,154236,2140588,1365965,38.3,0,0,1336750,47.1,534519,84.8,816983,22.9,0,0,794360,28,432430,68.6,58080,336178,422703,22,0,0,0,0,55427,326880,412031,22,6859,166154,259404,13,53018,26650,22011,4357
04/04/2021,14,ND,490330,17000,236600,236730,0,64343,0,84265,409137,449089,0,443538,177486,13933,205150,230006,0,6580,2993,2232,1355,3642,1609,1213,820,58931,0,76224,148096,429883,262979,34.5,0,0,259562,44.6,93362,77.9,174538,22.9,0,0,171959,29.6,78036,65.1,12286,78025,84227,0,0,0,0,0,11613,77229,83117,0,1818,38593,37625,0,2908,1366,1013,529
04/04/2021,14,OK,2838195,102000,1351500,1384695,0,71726,0,94457,446867,2107328,0,2061545,846224,39872,977679,1089744,33,64871,31152,16042,17677,43853,19290,11446,13117,53256,0,68610,133236,2081339,1307768,33,0,0,1280950,42.6,477694,75.2,801830,20.3,0,0,782164,26,367912,57.9,39587,350227,411996,20,0,0,0,0,38224,340351,403588,1,7961,191980,167971,0,20665,11672,4460,4533
04/04/2021,14,CO,3527450,134700,1635800,1756950,0,61254,0,78401,418732,2954206,0,2868600,1206024,67339,1419571,1466416,880,129274,54687,42647,31940,82235,32772,26363,23100,51300,0,63758,143163,2951561,1889755,32.8,0,0,1828483,40.6,659348,78.3,1108570,19.3,0,0,1080632,24,544977,64.7,66445,503268,538613,244,0,0,0,0,63073,488128,529205,226,8635,270077,266161,104,46299,21506,16036,8757
04/04/2021,14,MI,6104840,244900,2800000,3059940,0,61129,0,77839,345805,4848250,0,4740540,2223958,109208,2241442,2497600,0,288135,138607,84426,65102,184981,82560,51950,50471,48546,0,60444,125975,4946357,3100736,31,0,0,3034957,38.7,1273916,72.2,1905400,19.1,0,0,1857001,23.7,1002301,56.8,110580,815489,979243,88,0,0,0,0,105966,793200,957754,81,26941,480395,494898,67,101419,55150,31780,14489
04/04/2021,14,UT,1733400,79800,811200,842400,0,54068,0,76201,473772,1466600,0,1456723,520606,37620,668977,760003,0,55244,20601,18939,15704,34796,12721,11717,10358,45746,0,64038,142292,1459457,899434,28.1,0,0,891031,39.2,286865,78.4,418702,13.1,0,0,417376,18.3,171420,46.9,35743,178426,204533,0,0,0,0,0,35700,178252,203424,0,6719,71170,93531,0,20189,7733,7166,5290
04/04/2021,14,IN,3640170,169900,1671200,1799070,0,54071,0,70488,335270,3016801,0,2970352,1496661,78354,1337775,1595951,4721,140032,89942,36087,14003,84282,51969,21790,10523,44811,0,57518,137847,3024843,1841749,27.4,0,0,1812274,35.1,798774,73.6,1233438,18.3,0,0,1208255,23.4,686662,63.2,78423,521324,632083,1608,0,0,0,0,70264,516819,619608,1564,9393,354452,321701,1116,55205,37630,14109,3466
04/04/2021,14,PA,8174805,301100,3700900,4172805,0,63856,0,80402,341562,6670089,0,6537103,2929689,147329,3044864,3477743,153,425243,217430,189751,18062,240806,120416,107222,13168,52102,0,64295,122409,6711208,4457192,34.8,0,0,4371261,43,1872150,78.2,2379746,18.6,0,0,2324623,22.9,1073412,44.8,150392,1012245,1216976,133,0,0,0,0,144808,995173,1184514,128,21419,505444,546474,75,182028,95602,81459,4967
04/04/2021,14,VA,5206295,202500,2402300,2601495,0,60996,0,78001,383124,4485753,0,4358801,1729433,120646,2014597,2349593,917,214214,109555,80189,24470,123177,60837,45485,16855,52554,0,65304,127267,4519326,2943103,34.5,0,0,2857756,42.8,1033276,76,1641022,19.2,0,0,1584686,23.7,726740,53.5,120104,706122,814514,282,0,0,0,0,105683,686342,792381,280,34748,336181,355610,201,81604,42863,31207,7534
04/04/2021,14,KY,2731745,109300,1267000,1355445,0,61145,0,78843,363959,2300753,0,2245890,922474,57162,1076689,1166721,181,94357,43514,27772,23071,63521,27082,17758,18681,51498,0,64820,122904,2327624,1482959,33.2,0,0,1453537,42,554389,73.9,888314,19.9,0,0,861284,24.9,400540,53.4,54958,399138,434089,129,0,0,0,0,52535,389561,419063,125,15490,176871,208096,83,30382,16170,9862,4350
